individualID,0
1505_NeuN,-0.30249370001175513
1506_NeuN,-0.08817182537628598
1507_NeuN,0.021466865670813684
1508_NeuN,-1.1675904294545791
1510_NeuN,-0.24341968493823218
1511_NeuN,-0.2767555552362251
1512_NeuN,-0.18249016367743764
1513_NeuN,-0.5321052301898357
1514_NeuN,-0.0056533641063604145
1515_NeuN,-0.0436056054117151
1518_NeuN,0.38089352568708984
1520_NeuN,0.38122787998591
1523_NeuN,0.05682708287628446
4336_NeuN,0.5277263004467847
4361_NeuN,-0.30230537812577796
4395_NeuN,0.25838242336202955
4448_NeuN,-0.22329502835372472
4504_NeuN,0.5127357309741654
4730_NeuN,0.01929036708183074
4804_NeuN,0.36566903604617207
AN09634_NeuN,-0.02612977535880523
AN17799_NeuN,0.002554620503812277
AN18099_NeuN,0.867241907605834
1524_NeuN,0.6107899851829715
1525_NeuN,-0.346689083020309
1526_NeuN,-0.5822137015363471
1527_NeuN,-0.17882233870168585
1528_NeuN,-0.5554115677884097
1529_NeuN,-0.3629888247891042
1530_NeuN,-0.5670198743787079
1532_NeuN,-0.20364264854697983
1536_NeuN,-0.20391167681990585
1538_NeuN,0.8075492280100207
1539_NeuN,0.388263284599967
1540_NeuN,-0.27497006053360784
1541_NeuN,0.32489478412963163
3545_NeuN,0.8368101623330131
3586_NeuN,0.10737109147232182
3590_NeuN,0.16138824865288498
3602_NeuN,0.18656109963372722
3611_NeuN,-0.4376873700842261
4615_NeuN,0.7513091472859494
AN03398_NeuN,0.3074531976646963
AN05483_NeuN,-0.8467312345361631
AN10090_NeuN,0.14519712061013257
AN15240_NeuN,-0.18583213904601448
AN15472_NeuN,-0.30116901735229673
AN16799_NeuN,-0.07038314772652221
Miami0001_NeuN,1.1900380498401741
Miami0002_NeuN,-0.7001527145552122
